feature,importance,task,feature_set,model,fold
numeric__client_energest_tx_delta,0.09474281993628077,cause_family,all,extra_trees,3
numeric__mean_rank,0.09360894461384064,cause_family,all,extra_trees,3
numeric__client_radio_tx_fraction,0.08284433300487552,cause_family,all,extra_trees,3
numeric__client_energest_listen_delta,0.08250596887018091,cause_family,all,extra_trees,3
numeric__mean_etx_x100,0.07489016700837964,cause_family,all,extra_trees,3
numeric__client_mac_ack_ratio,0.05915988880948558,cause_family,all,extra_trees,3
numeric__p95_etx_x100,0.0479704917033672,cause_family,all,extra_trees,3
numeric__root_mac_rx_delta,0.046855323180496546,cause_family,all,extra_trees,3
numeric__root_mean_etx_x100,0.04646140116793836,cause_family,all,extra_trees,3
numeric__client_mac_tx_attempts_delta,0.03763425193106581,cause_family,all,extra_trees,3
numeric__root_mac_ack_ratio,0.03600911935533473,cause_family,all,extra_trees,3
numeric__std_etx_x100,0.03414613405782378,cause_family,all,extra_trees,3
numeric__client_mac_acked_delta,0.03116967224888829,cause_family,all,extra_trees,3
numeric__root_energest_tx_delta,0.019641932288877,cause_family,all,extra_trees,3
numeric__root_radio_tx_fraction,0.01884983001791672,cause_family,all,extra_trees,3
numeric__root_mac_tx_attempts_delta,0.017317994076787923,cause_family,all,extra_trees,3
numeric__mean_rtt_ms,0.012782794004693131,cause_family,all,extra_trees,3
numeric__mean_rssi,0.010226383481950053,cause_family,all,extra_trees,3
numeric__median_rtt_ms,0.004332367216401085,cause_family,all,extra_trees,3
numeric__p95_rtt_ms,0.004207317882113782,cause_family,all,extra_trees,3
numeric__max_rtt_ms,0.0035588828307953515,cause_family,all,extra_trees,3
numeric__std_rtt_ms,0.003455775809879813,cause_family,all,extra_trees,3
numeric__app_tx_delta,0.002315353450920752,cause_family,all,extra_trees,3
numeric__root_server_rx_delta,0.0022616173815959424,cause_family,all,extra_trees,3
numeric__app_rx_delta,0.0021095510391699866,cause_family,all,extra_trees,3
numeric__root_server_tx_delta,0.0020572273841296634,cause_family,all,extra_trees,3
numeric__root_mac_acked_delta,0.0019940464384051323,cause_family,all,extra_trees,3
numeric__transaction_count,0.0015930807691401797,cause_family,all,extra_trees,3
numeric__transaction_success_count,0.0015910875708263236,cause_family,all,extra_trees,3
numeric__uplink_success_count,0.0015293193810934276,cause_family,all,extra_trees,3
numeric__client_energest_total_delta,0.0005535850910224138,cause_family,all,extra_trees,3
numeric__app_timeouts_delta,0.0002693943624262129,cause_family,all,extra_trees,3
numeric__client_mac_reset_nodes,0.00024548626126933776,cause_family,all,extra_trees,3
numeric__app_delivery_ratio,0.00018694592113588268,cause_family,all,extra_trees,3
numeric__client_mac_valid_nodes,0.00018021873153924083,cause_family,all,extra_trees,3
numeric__parent_changes_delta,5.916862300421348e-05,cause_family,all,extra_trees,3
numeric__queue_drops_delta,5.469794477284548e-05,cause_family,all,extra_trees,3
numeric__uplink_delivery_ratio,5.199684755919563e-05,cause_family,all,extra_trees,3
numeric__route_miss_delta,0.0,cause_family,all,extra_trees,3
numeric__reachable_fraction,0.0,cause_family,all,extra_trees,3
numeric__root_mean_rssi,0.0,cause_family,all,extra_trees,3
numeric__mean_neighbors,0.0,cause_family,all,extra_trees,3
numeric__client_mac_rx_delta,0.11521124074079354,cause_family,all,extra_trees,4
numeric__client_radio_tx_fraction,0.09266652968712186,cause_family,all,extra_trees,4
numeric__client_energest_tx_delta,0.09115454511701301,cause_family,all,extra_trees,4
numeric__client_energest_listen_delta,0.08908208417625667,cause_family,all,extra_trees,4
numeric__mean_rank,0.08625821044637011,cause_family,all,extra_trees,4
numeric__mean_etx_x100,0.07837782883804283,cause_family,all,extra_trees,4
numeric__client_mac_ack_ratio,0.05712890082159366,cause_family,all,extra_trees,4
numeric__p95_etx_x100,0.048253040731544045,cause_family,all,extra_trees,4
numeric__root_mean_etx_x100,0.04635739166851879,cause_family,all,extra_trees,4
numeric__root_mac_rx_delta,0.04561749059096899,cause_family,all,extra_trees,4
numeric__root_mac_ack_ratio,0.04081803173897102,cause_family,all,extra_trees,4
numeric__client_mac_tx_attempts_delta,0.03737150099341664,cause_family,all,extra_trees,4
numeric__std_etx_x100,0.03502445210617545,cause_family,all,extra_trees,4
numeric__client_mac_acked_delta,0.028424882950030383,cause_family,all,extra_trees,4
numeric__root_radio_tx_fraction,0.019804918267590017,cause_family,all,extra_trees,4
numeric__root_energest_tx_delta,0.01900826631045652,cause_family,all,extra_trees,4
numeric__root_mac_tx_attempts_delta,0.017013197677309536,cause_family,all,extra_trees,4
numeric__mean_rtt_ms,0.013060693399275602,cause_family,all,extra_trees,4
numeric__mean_rssi,0.005918788335955986,cause_family,all,extra_trees,4
numeric__median_rtt_ms,0.005378830281265753,cause_family,all,extra_trees,4
numeric__p95_rtt_ms,0.004199842646345358,cause_family,all,extra_trees,4
numeric__std_rtt_ms,0.003563819700079531,cause_family,all,extra_trees,4
numeric__max_rtt_ms,0.003376752968741646,cause_family,all,extra_trees,4
numeric__app_tx_delta,0.0025432323239981385,cause_family,all,extra_trees,4
numeric__app_rx_delta,0.002208966174234266,cause_family,all,extra_trees,4
numeric__root_server_rx_delta,0.0021351379356150542,cause_family,all,extra_trees,4
numeric__root_server_tx_delta,0.001910655318495988,cause_family,all,extra_trees,4
numeric__root_mac_acked_delta,0.0018941508739262214,cause_family,all,extra_trees,4
numeric__transaction_success_count,0.0015183225447149146,cause_family,all,extra_trees,4
numeric__transaction_count,0.0014426850317819616,cause_family,all,extra_trees,4
numeric__uplink_success_count,0.0014356883883201385,cause_family,all,extra_trees,4
numeric__client_energest_total_delta,0.0007591421376873648,cause_family,all,extra_trees,4
numeric__app_timeouts_delta,0.00028867535059233957,cause_family,all,extra_trees,4
numeric__client_mac_valid_nodes,0.00023038256382345242,cause_family,all,extra_trees,4
numeric__client_mac_reset_nodes,0.0001813672582795129,cause_family,all,extra_trees,4
numeric__app_delivery_ratio,0.00016896630676510572,cause_family,all,extra_trees,4
numeric__uplink_delivery_ratio,7.25316490188287e-05,cause_family,all,extra_trees,4
numeric__queue_drops_delta,6.944506477995937e-05,cause_family,all,extra_trees,4
numeric__parent_changes_delta,6.941088412991801e-05,cause_family,all,extra_trees,4
numeric__route_miss_delta,0.0,cause_family,all,extra_trees,4
numeric__reachable_fraction,0.0,cause_family,all,extra_trees,4
numeric__root_mean_rssi,0.0,cause_family,all,extra_trees,4
numeric__mean_neighbors,0.0,cause_family,all,extra_trees,4
numeric__client_mac_rx_delta,0.12354825485805523,cause_family,all,extra_trees,5
numeric__client_radio_tx_fraction,0.08817915227325318,cause_family,all,extra_trees,5
numeric__client_energest_tx_delta,0.08722980343531832,cause_family,all,extra_trees,5
numeric__client_energest_listen_delta,0.08541953830275723,cause_family,all,extra_trees,5
numeric__mean_rank,0.07706346687267131,cause_family,all,extra_trees,5
numeric__mean_etx_x100,0.07633441285104431,cause_family,all,extra_trees,5
numeric__client_mac_ack_ratio,0.056667369610507556,cause_family,all,extra_trees,5
numeric__p95_etx_x100,0.04996675549265735,cause_family,all,extra_trees,5
numeric__root_mean_etx_x100,0.04796416363459217,cause_family,all,extra_trees,5
numeric__root_mac_rx_delta,0.044632432605111995,cause_family,all,extra_trees,5
numeric__root_mac_ack_ratio,0.044278298793074204,cause_family,all,extra_trees,5
numeric__client_mac_tx_attempts_delta,0.03524659557031382,cause_family,all,extra_trees,5
numeric__std_etx_x100,0.035066973115457076,cause_family,all,extra_trees,5
numeric__client_mac_acked_delta,0.02958519868886458,cause_family,all,extra_trees,5
numeric__root_radio_tx_fraction,0.021183293358027353,cause_family,all,extra_trees,5
numeric__root_energest_tx_delta,0.01905284231202926,cause_family,all,extra_trees,5
numeric__root_mac_tx_attempts_delta,0.019022118668219647,cause_family,all,extra_trees,5
numeric__mean_rtt_ms,0.014036874287318951,cause_family,all,extra_trees,5
numeric__mean_rssi,0.008419391866786672,cause_family,all,extra_trees,5
numeric__p95_rtt_ms,0.006755860959981788,cause_family,all,extra_trees,5
numeric__median_rtt_ms,0.004733866760788338,cause_family,all,extra_trees,5
numeric__std_rtt_ms,0.0037958033774770023,cause_family,all,extra_trees,5
numeric__max_rtt_ms,0.003776198680532804,cause_family,all,extra_trees,5
numeric__app_rx_delta,0.0026727858405862937,cause_family,all,extra_trees,5
numeric__app_tx_delta,0.00249419823067955,cause_family,all,extra_trees,5
numeric__root_mac_acked_delta,0.002411657082074451,cause_family,all,extra_trees,5
numeric__root_server_rx_delta,0.002385229996322591,cause_family,all,extra_trees,5
numeric__root_server_tx_delta,0.002252960141753756,cause_family,all,extra_trees,5
numeric__transaction_count,0.0014842590039930758,cause_family,all,extra_trees,5
numeric__uplink_success_count,0.0014606247915728305,cause_family,all,extra_trees,5
numeric__transaction_success_count,0.0014258858699997617,cause_family,all,extra_trees,5
numeric__client_energest_total_delta,0.0007080504151489366,cause_family,all,extra_trees,5
numeric__client_mac_valid_nodes,0.00018430431627763417,cause_family,all,extra_trees,5
numeric__client_mac_reset_nodes,0.00014799320211581106,cause_family,all,extra_trees,5
numeric__app_timeouts_delta,0.00012290064095169396,cause_family,all,extra_trees,5
numeric__app_delivery_ratio,0.0001206743491273213,cause_family,all,extra_trees,5
numeric__parent_changes_delta,9.398146226242875e-05,cause_family,all,extra_trees,5
numeric__queue_drops_delta,4.93281876258199e-05,cause_family,all,extra_trees,5
numeric__uplink_delivery_ratio,2.6500094667862468e-05,cause_family,all,extra_trees,5
numeric__route_miss_delta,0.0,cause_family,all,extra_trees,5
numeric__reachable_fraction,0.0,cause_family,all,extra_trees,5
numeric__root_mean_rssi,0.0,cause_family,all,extra_trees,5
numeric__mean_neighbors,0.0,cause_family,all,extra_trees,5
numeric__mean_rank,0.12035278283530881,seven_class,all,random_forest,1
numeric__root_mac_rx_delta,0.11446569666493057,seven_class,all,random_forest,1
numeric__client_mac_rx_delta,0.10700121164901609,seven_class,all,random_forest,1
numeric__mean_etx_x100,0.10341833865995825,seven_class,all,random_forest,1
numeric__root_mean_etx_x100,0.07927728987873955,seven_class,all,random_forest,1
numeric__client_radio_tx_fraction,0.06028627208461172,seven_class,all,random_forest,1
numeric__client_energest_tx_delta,0.06016024559958108,seven_class,all,random_forest,1
numeric__client_energest_listen_delta,0.0571206662013703,seven_class,all,random_forest,1
numeric__p95_etx_x100,0.05632558397038117,seven_class,all,random_forest,1
numeric__client_mac_tx_attempts_delta,0.04675019181856476,seven_class,all,random_forest,1
numeric__std_etx_x100,0.03982099148698058,seven_class,all,random_forest,1
numeric__client_mac_acked_delta,0.029467396017733564,seven_class,all,random_forest,1
numeric__client_mac_ack_ratio,0.021159469162945022,seven_class,all,random_forest,1
numeric__root_energest_tx_delta,0.01807193432888212,seven_class,all,random_forest,1
numeric__root_radio_tx_fraction,0.015156572461803604,seven_class,all,random_forest,1
numeric__mean_rssi,0.013495497803868805,seven_class,all,random_forest,1
numeric__root_mac_ack_ratio,0.012158167683179262,seven_class,all,random_forest,1
numeric__mean_rtt_ms,0.008167664322639955,seven_class,all,random_forest,1
numeric__root_mac_tx_attempts_delta,0.006590413933180897,seven_class,all,random_forest,1
numeric__median_rtt_ms,0.005030259306880175,seven_class,all,random_forest,1
numeric__max_rtt_ms,0.004765715352237981,seven_class,all,random_forest,1
numeric__p95_rtt_ms,0.004513218489161652,seven_class,all,random_forest,1
numeric__std_rtt_ms,0.004498546327711557,seven_class,all,random_forest,1
numeric__app_rx_delta,0.0015587852700992885,seven_class,all,random_forest,1
numeric__root_mac_acked_delta,0.0015072886282001658,seven_class,all,random_forest,1
numeric__app_tx_delta,0.0014335907717669325,seven_class,all,random_forest,1
numeric__root_server_tx_delta,0.0013909527722812086,seven_class,all,random_forest,1
numeric__root_server_rx_delta,0.0013417469229643091,seven_class,all,random_forest,1
numeric__client_energest_total_delta,0.001167985852560573,seven_class,all,random_forest,1
numeric__transaction_count,0.001030610061973457,seven_class,all,random_forest,1
numeric__transaction_success_count,0.0010263556981614597,seven_class,all,random_forest,1
numeric__uplink_success_count,0.0010108343483612426,seven_class,all,random_forest,1
numeric__app_timeouts_delta,9.931808075920424e-05,seven_class,all,random_forest,1
numeric__client_mac_valid_nodes,8.275581071180693e-05,seven_class,all,random_forest,1
numeric__app_delivery_ratio,7.912532732315889e-05,seven_class,all,random_forest,1
numeric__client_mac_reset_nodes,6.60909375746883e-05,seven_class,all,random_forest,1
numeric__uplink_delivery_ratio,5.237271888792626e-05,seven_class,all,random_forest,1
numeric__queue_drops_delta,5.029188983798257e-05,seven_class,all,random_forest,1
numeric__parent_changes_delta,4.776886886920872e-05,seven_class,all,random_forest,1
numeric__route_miss_delta,0.0,seven_class,all,random_forest,1
numeric__reachable_fraction,0.0,seven_class,all,random_forest,1
numeric__root_mean_rssi,0.0,seven_class,all,random_forest,1
numeric__mean_neighbors,0.0,seven_class,all,random_forest,1
numeric__root_mac_rx_delta,0.12293041993812373,seven_class,all,random_forest,2
numeric__mean_rank,0.11088073874755645,seven_class,all,random_forest,2
numeric__mean_etx_x100,0.10275158109667049,seven_class,all,random_forest,2
numeric__client_mac_rx_delta,0.10019831703958754,seven_class,all,random_forest,2
numeric__root_mean_etx_x100,0.07782959169412504,seven_class,all,random_forest,2
numeric__client_energest_listen_delta,0.06135083766764172,seven_class,all,random_forest,2
numeric__client_energest_tx_delta,0.05843394287768932,seven_class,all,random_forest,2
numeric__p95_etx_x100,0.05721748958148696,seven_class,all,random_forest,2
numeric__client_radio_tx_fraction,0.05715173076562488,seven_class,all,random_forest,2
numeric__client_mac_tx_attempts_delta,0.045746685012862255,seven_class,all,random_forest,2
numeric__std_etx_x100,0.044003483782272965,seven_class,all,random_forest,2
numeric__client_mac_acked_delta,0.030592965150998498,seven_class,all,random_forest,2
numeric__client_mac_ack_ratio,0.02090549611794518,seven_class,all,random_forest,2
numeric__root_energest_tx_delta,0.019480886585267847,seven_class,all,random_forest,2
numeric__root_radio_tx_fraction,0.016274027676555784,seven_class,all,random_forest,2
numeric__mean_rssi,0.013310396553622069,seven_class,all,random_forest,2
numeric__root_mac_ack_ratio,0.012133935682472074,seven_class,all,random_forest,2
numeric__mean_rtt_ms,0.00856632923578745,seven_class,all,random_forest,2
numeric__root_mac_tx_attempts_delta,0.0068862777317457045,seven_class,all,random_forest,2
numeric__max_rtt_ms,0.005806389929782466,seven_class,all,random_forest,2
numeric__p95_rtt_ms,0.0048514110547750585,seven_class,all,random_forest,2
numeric__std_rtt_ms,0.004827759800973208,seven_class,all,random_forest,2
numeric__median_rtt_ms,0.00479238831401031,seven_class,all,random_forest,2
numeric__root_server_rx_delta,0.0016445039094363316,seven_class,all,random_forest,2
numeric__app_rx_delta,0.0015513738813635353,seven_class,all,random_forest,2
numeric__root_mac_acked_delta,0.0015086028359021836,seven_class,all,random_forest,2
numeric__app_tx_delta,0.0013980158590013814,seven_class,all,random_forest,2
numeric__root_server_tx_delta,0.0013634032794618007,seven_class,all,random_forest,2
numeric__transaction_count,0.0012789678647938106,seven_class,all,random_forest,2
numeric__uplink_success_count,0.001232196634220509,seven_class,all,random_forest,2
numeric__transaction_success_count,0.0011500273957733302,seven_class,all,random_forest,2
numeric__client_energest_total_delta,0.0008943274590194557,seven_class,all,random_forest,2
numeric__client_mac_valid_nodes,0.00021306206884259073,seven_class,all,random_forest,2
numeric__parent_changes_delta,0.00020352849116865037,seven_class,all,random_forest,2
numeric__client_mac_reset_nodes,0.0002018117186237241,seven_class,all,random_forest,2
numeric__app_delivery_ratio,0.00017557173658022454,seven_class,all,random_forest,2
numeric__app_timeouts_delta,9.263479787407334e-05,seven_class,all,random_forest,2
numeric__queue_drops_delta,9.055053680157096e-05,seven_class,all,random_forest,2
numeric__uplink_delivery_ratio,7.833949355999024e-05,seven_class,all,random_forest,2
numeric__route_miss_delta,0.0,seven_class,all,random_forest,2
numeric__reachable_fraction,0.0,seven_class,all,random_forest,2
numeric__root_mean_rssi,0.0,seven_class,all,random_forest,2
numeric__mean_neighbors,0.0,seven_class,all,random_forest,2
numeric__root_mac_rx_delta,0.11749738614076821,seven_class,all,random_forest,3
numeric__mean_rank,0.10818881510305675,seven_class,all,random_forest,3
numeric__client_mac_rx_delta,0.1072334744295401,seven_class,all,random_forest,3
numeric__mean_etx_x100,0.09371183292043436,seven_class,all,random_forest,3
numeric__root_mean_etx_x100,0.08460231899388126,seven_class,all,random_forest,3
numeric__client_radio_tx_fraction,0.062117548496649064,seven_class,all,random_forest,3
numeric__client_energest_tx_delta,0.06174160985161197,seven_class,all,random_forest,3
numeric__client_energest_listen_delta,0.05820521181710879,seven_class,all,random_forest,3
numeric__p95_etx_x100,0.056155094889615655,seven_class,all,random_forest,3
numeric__client_mac_tx_attempts_delta,0.04626568551882721,seven_class,all,random_forest,3
numeric__std_etx_x100,0.04259076783888992,seven_class,all,random_forest,3
numeric__client_mac_acked_delta,0.031059888304789052,seven_class,all,random_forest,3
numeric__client_mac_ack_ratio,0.021416018155263734,seven_class,all,random_forest,3
numeric__root_energest_tx_delta,0.019074794950022955,seven_class,all,random_forest,3
numeric__root_radio_tx_fraction,0.017130075653269478,seven_class,all,random_forest,3
numeric__mean_rssi,0.016097179182638827,seven_class,all,random_forest,3
numeric__root_mac_ack_ratio,0.010646515914169747,seven_class,all,random_forest,3
numeric__mean_rtt_ms,0.0070510490921301665,seven_class,all,random_forest,3
numeric__root_mac_tx_attempts_delta,0.007022969700905532,seven_class,all,random_forest,3
numeric__max_rtt_ms,0.005180193031436452,seven_class,all,random_forest,3
numeric__p95_rtt_ms,0.00483702309917205,seven_class,all,random_forest,3
numeric__std_rtt_ms,0.004713366047337575,seven_class,all,random_forest,3
numeric__median_rtt_ms,0.004609328446453728,seven_class,all,random_forest,3
numeric__app_tx_delta,0.001633367124996248,seven_class,all,random_forest,3
numeric__root_server_tx_delta,0.0014562364280342331,seven_class,all,random_forest,3
numeric__app_rx_delta,0.0014537974246833345,seven_class,all,random_forest,3
numeric__root_mac_acked_delta,0.0014209601323775683,seven_class,all,random_forest,3
numeric__root_server_rx_delta,0.0013359301872674205,seven_class,all,random_forest,3
numeric__transaction_success_count,0.0012583199474645822,seven_class,all,random_forest,3
numeric__transaction_count,0.001179058383995912,seven_class,all,random_forest,3
numeric__uplink_success_count,0.0010735563714809899,seven_class,all,random_forest,3
numeric__client_energest_total_delta,0.0009760649918880511,seven_class,all,random_forest,3
numeric__parent_changes_delta,0.00028363901848274775,seven_class,all,random_forest,3
numeric__client_mac_valid_nodes,0.00021417809827560587,seven_class,all,random_forest,3
numeric__app_delivery_ratio,0.00018413823385631146,seven_class,all,random_forest,3
numeric__client_mac_reset_nodes,0.00014729691718533454,seven_class,all,random_forest,3
numeric__app_timeouts_delta,0.0001163865761718667,seven_class,all,random_forest,3
numeric__queue_drops_delta,6.582948839095316e-05,seven_class,all,random_forest,3
numeric__uplink_delivery_ratio,5.3093097476348426e-05,seven_class,all,random_forest,3
numeric__route_miss_delta,0.0,seven_class,all,random_forest,3
numeric__reachable_fraction,0.0,seven_class,all,random_forest,3
numeric__root_mean_rssi,0.0,seven_class,all,random_forest,3
numeric__mean_neighbors,0.0,seven_class,all,random_forest,3
numeric__root_mac_rx_delta,0.12181472380069738,seven_class,all,random_forest,4
numeric__mean_rank,0.11865040078425579,seven_class,all,random_forest,4
numeric__client_mac_rx_delta,0.10555190165629856,seven_class,all,random_forest,4
numeric__root_mean_etx_x100,0.09066034110209747,seven_class,all,random_forest,4
numeric__mean_etx_x100,0.08504962512317124,seven_class,all,random_forest,4
numeric__client_energest_tx_delta,0.05880308169556938,seven_class,all,random_forest,4
numeric__client_energest_listen_delta,0.05796290055341574,seven_class,all,random_forest,4
numeric__client_radio_tx_fraction,0.057388707647870386,seven_class,all,random_forest,4
numeric__p95_etx_x100,0.0530482915649154,seven_class,all,random_forest,4
numeric__client_mac_tx_attempts_delta,0.04564759753960472,seven_class,all,random_forest,4
numeric__std_etx_x100,0.044714305222588235,seven_class,all,random_forest,4
numeric__client_mac_acked_delta,0.031066365956066128,seven_class,all,random_forest,4
numeric__mean_rssi,0.02262990382122156,seven_class,all,random_forest,4
numeric__client_mac_ack_ratio,0.019250780969153992,seven_class,all,random_forest,4
numeric__root_energest_tx_delta,0.017980233788092267,seven_class,all,random_forest,4
numeric__root_radio_tx_fraction,0.016016041208897096,seven_class,all,random_forest,4
numeric__root_mac_ack_ratio,0.010776822173376088,seven_class,all,random_forest,4
numeric__mean_rtt_ms,0.008306160548612366,seven_class,all,random_forest,4
numeric__root_mac_tx_attempts_delta,0.0048021451296959535,seven_class,all,random_forest,4
numeric__max_rtt_ms,0.004765232191058783,seven_class,all,random_forest,4
numeric__p95_rtt_ms,0.0047243787646403905,seven_class,all,random_forest,4
numeric__median_rtt_ms,0.004502604321254272,seven_class,all,random_forest,4
numeric__std_rtt_ms,0.00437759214647493,seven_class,all,random_forest,4
numeric__root_server_rx_delta,0.0014032337154205562,seven_class,all,random_forest,4
numeric__root_server_tx_delta,0.00131100327134522,seven_class,all,random_forest,4
numeric__app_rx_delta,0.0012178520588531575,seven_class,all,random_forest,4
numeric__transaction_count,0.0012007392936872919,seven_class,all,random_forest,4
numeric__root_mac_acked_delta,0.001195242927070861,seven_class,all,random_forest,4
numeric__app_tx_delta,0.0011946331259436076,seven_class,all,random_forest,4
numeric__transaction_success_count,0.0010689509088546913,seven_class,all,random_forest,4
numeric__uplink_success_count,0.001000310660354041,seven_class,all,random_forest,4
numeric__client_energest_total_delta,0.0007361965828548949,seven_class,all,random_forest,4
numeric__client_mac_valid_nodes,0.00022717659424341258,seven_class,all,random_forest,4
numeric__parent_changes_delta,0.0002082246586336552,seven_class,all,random_forest,4
numeric__client_mac_reset_nodes,0.00020184065508031674,seven_class,all,random_forest,4
numeric__app_delivery_ratio,0.00017848537563453342,seven_class,all,random_forest,4
numeric__queue_drops_delta,0.00015394633739605648,seven_class,all,random_forest,4
numeric__uplink_delivery_ratio,0.0001341477450282083,seven_class,all,random_forest,4
numeric__app_timeouts_delta,7.78783805713781e-05,seven_class,all,random_forest,4
numeric__route_miss_delta,0.0,seven_class,all,random_forest,4
numeric__reachable_fraction,0.0,seven_class,all,random_forest,4
numeric__root_mean_rssi,0.0,seven_class,all,random_forest,4
numeric__mean_neighbors,0.0,seven_class,all,random_forest,4
numeric__root_mac_rx_delta,0.11638725778728254,seven_class,all,random_forest,5
numeric__client_mac_rx_delta,0.11101733251951089,seven_class,all,random_forest,5
numeric__mean_rank,0.10153628724366123,seven_class,all,random_forest,5
numeric__mean_etx_x100,0.09276598737985829,seven_class,all,random_forest,5
numeric__root_mean_etx_x100,0.089891353851046,seven_class,all,random_forest,5
numeric__client_radio_tx_fraction,0.0573285844559721,seven_class,all,random_forest,5
numeric__client_energest_tx_delta,0.056245561890750355,seven_class,all,random_forest,5
numeric__client_energest_listen_delta,0.055317088712895625,seven_class,all,random_forest,5
numeric__p95_etx_x100,0.05450569583333502,seven_class,all,random_forest,5
numeric__client_mac_tx_attempts_delta,0.04826229267224333,seven_class,all,random_forest,5
numeric__std_etx_x100,0.04379427513187228,seven_class,all,random_forest,5
numeric__client_mac_acked_delta,0.030540836186554322,seven_class,all,random_forest,5
numeric__mean_rssi,0.02277554250594617,seven_class,all,random_forest,5
numeric__client_mac_ack_ratio,0.02037242961867904,seven_class,all,random_forest,5
numeric__root_energest_tx_delta,0.01897758331745899,seven_class,all,random_forest,5
numeric__root_radio_tx_fraction,0.015286549216383696,seven_class,all,random_forest,5
numeric__root_mac_ack_ratio,0.015028080871585872,seven_class,all,random_forest,5
numeric__mean_rtt_ms,0.008710413744159533,seven_class,all,random_forest,5
numeric__root_mac_tx_attempts_delta,0.008163321882844288,seven_class,all,random_forest,5
numeric__max_rtt_ms,0.005261141544045957,seven_class,all,random_forest,5
numeric__p95_rtt_ms,0.00506231922510442,seven_class,all,random_forest,5
numeric__median_rtt_ms,0.004969839583416692,seven_class,all,random_forest,5
numeric__std_rtt_ms,0.004834563720691526,seven_class,all,random_forest,5
numeric__root_server_tx_delta,0.001623697328068993,seven_class,all,random_forest,5
numeric__root_server_rx_delta,0.0014815286055449436,seven_class,all,random_forest,5
numeric__app_rx_delta,0.0014395349768471077,seven_class,all,random_forest,5
numeric__app_tx_delta,0.0014020317309861056,seven_class,all,random_forest,5
numeric__root_mac_acked_delta,0.0013783484063014224,seven_class,all,random_forest,5
numeric__client_energest_total_delta,0.0013268638493130166,seven_class,all,random_forest,5
numeric__uplink_success_count,0.0011592674656264038,seven_class,all,random_forest,5
numeric__transaction_count,0.001116356163487548,seven_class,all,random_forest,5
numeric__transaction_success_count,0.0010862892517198015,seven_class,all,random_forest,5
numeric__parent_changes_delta,0.00019662488018371314,seven_class,all,random_forest,5
numeric__app_delivery_ratio,0.00019494175387669275,seven_class,all,random_forest,5
numeric__client_mac_reset_nodes,0.0001517933472273287,seven_class,all,random_forest,5
numeric__client_mac_valid_nodes,0.00011403891334157061,seven_class,all,random_forest,5
numeric__app_timeouts_delta,0.00011064401447876096,seven_class,all,random_forest,5
numeric__queue_drops_delta,0.00010318152643995959,seven_class,all,random_forest,5
numeric__uplink_delivery_ratio,8.051889125836272e-05,seven_class,all,random_forest,5
numeric__route_miss_delta,0.0,seven_class,all,random_forest,5
numeric__reachable_fraction,0.0,seven_class,all,random_forest,5
numeric__root_mean_rssi,0.0,seven_class,all,random_forest,5
numeric__mean_neighbors,0.0,seven_class,all,random_forest,5
numeric__root_mac_rx_delta,0.11769102650099302,seven_class,all,extra_trees,1
numeric__mean_rank,0.09717388616759484,seven_class,all,extra_trees,1
numeric__mean_etx_x100,0.08588612538326067,seven_class,all,extra_trees,1
numeric__client_mac_rx_delta,0.08025745573341636,seven_class,all,extra_trees,1
numeric__client_energest_listen_delta,0.06527067637192205,seven_class,all,extra_trees,1
numeric__root_mean_etx_x100,0.06134373554348843,seven_class,all,extra_trees,1
numeric__client_radio_tx_fraction,0.060046109312745635,seven_class,all,extra_trees,1
numeric__p95_etx_x100,0.05890119637602752,seven_class,all,extra_trees,1
numeric__client_energest_tx_delta,0.05819706917364708,seven_class,all,extra_trees,1
numeric__client_mac_acked_delta,0.04775265897033633,seven_class,all,extra_trees,1
numeric__client_mac_tx_attempts_delta,0.039929764740666604,seven_class,all,extra_trees,1
numeric__std_etx_x100,0.03477381727702049,seven_class,all,extra_trees,1
numeric__client_mac_ack_ratio,0.03368162952900275,seven_class,all,extra_trees,1
numeric__root_energest_tx_delta,0.02106306620826586,seven_class,all,extra_trees,1
numeric__mean_rssi,0.020761932478851084,seven_class,all,extra_trees,1
numeric__root_radio_tx_fraction,0.020493794034831782,seven_class,all,extra_trees,1
numeric__root_mac_ack_ratio,0.02029401213984944,seven_class,all,extra_trees,1
numeric__root_mac_tx_attempts_delta,0.012189191766637918,seven_class,all,extra_trees,1
numeric__mean_rtt_ms,0.01051931751888931,seven_class,all,extra_trees,1
numeric__median_rtt_ms,0.005759577094414488,seven_class,all,extra_trees,1
numeric__p95_rtt_ms,0.0050681116047693485,seven_class,all,extra_trees,1
numeric__max_rtt_ms,0.005003124684894459,seven_class,all,extra_trees,1
numeric__std_rtt_ms,0.0046175792745590605,seven_class,all,extra_trees,1
numeric__root_server_tx_delta,0.004237353062122187,seven_class,all,extra_trees,1
numeric__root_mac_acked_delta,0.004211535737421091,seven_class,all,extra_trees,1
numeric__app_tx_delta,0.0041741271901333645,seven_class,all,extra_trees,1
numeric__root_server_rx_delta,0.004046583237487705,seven_class,all,extra_trees,1
numeric__app_rx_delta,0.0038799968185152483,seven_class,all,extra_trees,1
numeric__transaction_count,0.0029803579554353306,seven_class,all,extra_trees,1
numeric__transaction_success_count,0.002880095623664936,seven_class,all,extra_trees,1
numeric__uplink_success_count,0.0027802356123959268,seven_class,all,extra_trees,1
