task,feature_set,model,configuration,seed,rows,accuracy,balanced_accuracy,macro_f1,weighted_f1,mcc
cause_family,application_qos,extra_trees,cause_family__application_qos__extra_trees,1006,238,0.6722689075630253,0.5490196078431372,0.5444770283479962,0.6480938416422287,0.46067650896953993
cause_family,application_qos,extra_trees,cause_family__application_qos__extra_trees,1007,238,0.6680672268907563,0.5326797385620915,0.5163165523944101,0.6372574942745406,0.43898628305739507
cause_family,application_qos,extra_trees,cause_family__application_qos__extra_trees,1008,238,0.6134453781512605,0.4967320261437908,0.48712787898799353,0.588212034889325,0.34355993152016484
cause_family,application_qos,extra_trees,cause_family__application_qos__extra_trees,1009,238,0.6008403361344538,0.4934640522875817,0.4900096767476329,0.5823933939136231,0.32942510578512896
cause_family,application_qos,extra_trees,cause_family__application_qos__extra_trees,1010,238,0.5966386554621849,0.4705882352941176,0.4521409780672155,0.5680350781129981,0.3167596886232532
cause_family,mac,extra_trees,cause_family__mac__extra_trees,1001,238,0.9747899159663865,0.954248366013072,0.9599882318328921,0.9745303240448872,0.9587803136915571
cause_family,mac,extra_trees,cause_family__mac__extra_trees,1002,238,0.9747899159663865,0.9673202614379086,0.9615275813295615,0.9750252576278037,0.959101459961672
cause_family,mac,extra_trees,cause_family__mac__extra_trees,1003,238,0.9747899159663865,0.9477124183006537,0.9591346153846154,0.9742445054945056,0.9589775649777115
cause_family,mac,extra_trees,cause_family__mac__extra_trees,1004,238,0.957983193277311,0.9281045751633986,0.9333137197214868,0.957550540074812,0.9312178406080216
cause_family,mac,extra_trees,cause_family__mac__extra_trees,1005,238,0.9369747899159664,0.8921568627450981,0.8989223337049425,0.9359770664118492,0.8967009072585448
cause_family,mac,extra_trees,cause_family__mac__extra_trees,1006,238,0.9915966386554622,0.9934640522875817,0.9871758604431872,0.9916750858759343,0.9864485484330842
cause_family,mac,extra_trees,cause_family__mac__extra_trees,1007,238,0.957983193277311,0.9281045751633986,0.9333137197214868,0.957550540074812,0.9312178406080216
cause_family,mac,extra_trees,cause_family__mac__extra_trees,1008,238,0.9789915966386554,0.9575163398692811,0.9663074445683142,0.978659022137283,0.9657537824049673
cause_family,mac,extra_trees,cause_family__mac__extra_trees,1009,238,0.9495798319327731,0.9215686274509803,0.9215686274509803,0.9495798319327731,0.9176470588235294
cause_family,mac,extra_trees,cause_family__mac__extra_trees,1010,238,0.9663865546218487,0.954248366013072,0.9487034417727487,0.966700343503738,0.9454279157259659
cause_family,radio,extra_trees,cause_family__radio__extra_trees,1001,238,0.8949579831932774,0.8856209150326797,0.8807938165672603,0.8957144988517837,0.8300345712433886
cause_family,radio,extra_trees,cause_family__radio__extra_trees,1002,238,0.8823529411764706,0.8431372549019608,0.8474435964441674,0.8817781304931505,0.8071867117321118
cause_family,radio,extra_trees,cause_family__radio__extra_trees,1003,238,0.8823529411764706,0.8627450980392157,0.8553363807497304,0.8824143808834563,0.8096039198115196
cause_family,radio,extra_trees,cause_family__radio__extra_trees,1004,238,0.865546218487395,0.8300653594771242,0.8303788688406248,0.865949301954753,0.7804821830679085
cause_family,radio,extra_trees,cause_family__radio__extra_trees,1005,238,0.8529411764705882,0.8464052287581699,0.8304018841949876,0.8543262320602221,0.7640486409745469
cause_family,radio,extra_trees,cause_family__radio__extra_trees,1006,238,0.8739495798319328,0.8431372549019608,0.8525536605003731,0.8729261349290511,0.7928168672336597
